"","pays_expat","group_pays_cout"
"93","TRINIDAD AND TOBAGO","G3"
"111","VENEZUELA","G3"
"156","NIGERIA","G3"
"344","INCONNU","G3"
"387","TURKMENISTAN","G3"
"556","ECUADOR","G3"
"590","AZERBAIJAN","G3"
"2582","MOZAMBIQUE","G3"
"2633","LAOS","G3"
"4231","MALI","G3"
"11874","UZBEKISTAN","G3"
"2","VIETNAM","G4"
"3","ALGERIA","G4"
"21","UNITED ARAB EMIRATES","G4"
"29","ANGOLA","G4"
"66","ROMANIA","G4"
"69","AUSTRALIA","G4"
"132","CONGO","G4"
"377","GABON","G4"
"391","SOUTH AFRICA","G4"
"403","MOROCCO","G4"
"475","PANAMA","G4"
"1158","URUGUAY","G4"
"1260","DENMARK","G4"
"1771","GHANA","G4"
"4371","DEMOCRATIC REPUBLIC OF THE CONGO","G4"
"7161","AMERICAN SAMOA","G4"
"13072","COSTA RICA","G4"
"24","ARGENTINA","G5"
"30","BRAZIL","G5"
"58","THAILAND","G5"
"73","CHAD","G5"
"251","POLAND","G5"
"262","TAIWAN","G5"
"327","CZECH REPUBLIC","G5"
"411","GERMANY","G5"
"614","BULGARIA","G5"
"619","TURKEY","G5"
"789","CANADA","G5"
"872","BAHRAIN","G5"
"1010","NICARAGUA","G5"
"2936","NEW CALEDONIA","G5"
"4264","KENYA","G5"
"4653","MAURITIUS","G5"
"5087","BENIN","G5"
"6563","NAMIBIA","G5"
"6756","DOMINICAN REPUBLIC","G5"
"6767","ETHIOPIA","G5"
"7248","GUATEMALA","G5"
"8346","LUXEMBOURG","G5"
"9289","CROATIA","G5"
"10064","CUBA","G5"
"149","SINGAPORE","G6"
"264","SOUTH KOREA","G6"
"405","TANZANIA","G6"
"430","NETHERLANDS","G6"
"592","HUNGARY","G6"
"839","ISRAEL","G6"
"1345","FRENCH GUIANA","G6"
"8318","Bosnia and Herzegovina","G6"
"1","USA","G7"
"23","RUSSIA","G7"
"55","FRANCE","G7"
"102","ITALY","G7"
"233","IRELAND","G7"
"263","SPAIN","G7"
"311","CHILE","G7"
"458","PORTUGAL","G7"
"506","SENEGAL","G7"
"584","LEBANON","G7"
"926","GUINEA","G7"
"1224","BARBADOS","G7"
"3213","NIGER","G7"
"8385","BURKINA FASO","G7"
"10373","CYPRUS","G7"
"12708","MOLDOVA","G7"
"25","UNITED KINGDOM","G8"
"390","JAPAN","G8"
"412","BELGIUM","G8"
"444","AUSTRIA","G8"
"599","SLOVAKIA","G8"
"2840","HONDURAS","G8"
"6178","MADAGASCAR","G8"
"14","CHINA","G9"
"292","SWITZERLAND","G9"
"676","SWEDEN","G9"
"1674","MONACO","G9"
"2092","LATVIA","G9"
"3402","WALLIS AND FUTUNA","G9"
"4414","SERBIA","G9"
"5415","Central African Republic","G9"
"464","HONG KONG","G10"
"934","FINLAND","G10"
"1097","UKRAINE","G10"
"2648","CAMBODIA","G10"
"410","IVORY COAST","G11"
"445","GREECE","G11"
"2072","VANUATU","G11"
